epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,20299.8,0.38822,0.26581,0.8706,0.98445,0.99473,0.99473,0.97089,0.28651,0.20125,0.81398,0.00068075,0.00068075,0.00068075
140,20445.8,0.40756,0.27406,0.88505,0.99661,0.97984,0.99449,0.97052,0.28933,0.21348,0.81822,0.000676625,0.000676625,0.000676625
141,20591.7,0.39285,0.26448,0.87722,0.97599,0.99057,0.99417,0.97355,0.27166,0.21316,0.80733,0.0006725,0.0006725,0.0006725
142,20737.8,0.4024,0.2769,0.88593,0.97964,0.99324,0.9944,0.96607,0.2788,0.23586,0.809,0.000668375,0.000668375,0.000668375
143,20883.8,0.38985,0.26642,0.86944,0.98525,0.98735,0.99438,0.97525,0.26393,0.21469,0.8055,0.00066425,0.00066425,0.00066425
144,21029.7,0.40042,0.27444,0.8853,0.96977,0.99324,0.99403,0.97515,0.27095,0.24601,0.80828,0.000660125,0.000660125,0.000660125
145,21175.7,0.38276,0.25966,0.87118,0.97475,0.99324,0.99449,0.97554,0.27984,0.23018,0.8102,0.000656,0.000656,0.000656
146,21321.7,0.40628,0.2787,0.89009,0.98017,0.99324,0.99421,0.9768,0.27066,0.20677,0.81084,0.000651875,0.000651875,0.000651875
147,21467.8,0.39857,0.2698,0.88755,0.98512,0.98137,0.99448,0.98057,0.26291,0.20534,0.80883,0.00064775,0.00064775,0.00064775
148,21613.7,0.40268,0.27094,0.88187,0.98182,0.98951,0.9946,0.97726,0.27981,0.21145,0.81085,0.000643625,0.000643625,0.000643625
149,21759.7,0.38533,0.26549,0.8613,0.9861,0.98348,0.99487,0.98255,0.26235,0.21257,0.80127,0.0006395,0.0006395,0.0006395
150,21905.8,0.38104,0.25985,0.87416,0.98461,0.9854,0.99408,0.98142,0.25659,0.21681,0.80368,0.000635375,0.000635375,0.000635375
151,22051.7,0.39326,0.2666,0.87833,0.98043,0.98266,0.99317,0.97489,0.26005,0.22727,0.80385,0.00063125,0.00063125,0.00063125
152,22197.6,0.38297,0.25729,0.87445,0.98427,0.98649,0.99395,0.96991,0.27623,0.23072,0.81345,0.000627125,0.000627125,0.000627125
153,22343.6,0.3723,0.25378,0.85992,0.98454,0.97616,0.99449,0.97964,0.26321,0.20325,0.80698,0.000623,0.000623,0.000623
154,22489.6,0.40077,0.27476,0.87803,0.98693,0.99253,0.99434,0.97421,0.26368,0.19788,0.80215,0.000618875,0.000618875,0.000618875
155,22635.5,0.38039,0.2601,0.86233,0.97656,0.99079,0.99473,0.98174,0.26052,0.22268,0.80159,0.00061475,0.00061475,0.00061475
156,22781.5,0.39483,0.2608,0.88057,0.9843,0.98246,0.99421,0.98068,0.26292,0.20678,0.80341,0.000610625,0.000610625,0.000610625
157,22927.4,0.38218,0.25836,0.87788,0.9824,0.98649,0.99363,0.97412,0.28126,0.21556,0.81143,0.0006065,0.0006065,0.0006065
158,23073.3,0.39217,0.26391,0.88183,0.98635,0.97867,0.99449,0.97888,0.2603,0.20533,0.80365,0.000602375,0.000602375,0.000602375
159,23219.2,0.38833,0.25996,0.87639,0.98481,0.97437,0.99436,0.97674,0.26479,0.22127,0.80684,0.00059825,0.00059825,0.00059825
160,23365.1,0.37807,0.26171,0.87174,0.979,0.97817,0.99342,0.98103,0.25875,0.21789,0.80681,0.000594125,0.000594125,0.000594125
161,23511.1,0.39041,0.26717,0.8784,0.97837,0.99242,0.99409,0.97357,0.27858,0.21298,0.81369,0.00059,0.00059,0.00059
162,23657.1,0.39319,0.26584,0.8758,0.98372,0.98251,0.99361,0.9812,0.24835,0.2109,0.80167,0.000585875,0.000585875,0.000585875
163,23803.1,0.36538,0.25185,0.86448,0.98108,0.98057,0.99414,0.98022,0.25301,0.2048,0.80375,0.00058175,0.00058175,0.00058175
164,23949,0.37912,0.25923,0.88008,0.98797,0.98203,0.99434,0.97989,0.24718,0.19508,0.80189,0.000577625,0.000577625,0.000577625
165,24094.9,0.38183,0.26036,0.87565,0.98844,0.99345,0.99487,0.97929,0.25951,0.1931,0.80381,0.0005735,0.0005735,0.0005735
166,24241,0.37929,0.25389,0.86647,0.98216,0.99177,0.99467,0.97868,0.25043,0.19974,0.80366,0.000569375,0.000569375,0.000569375
167,24386.9,0.37319,0.25505,0.86568,0.98987,0.98977,0.99487,0.97267,0.26553,0.19928,0.80525,0.00056525,0.00056525,0.00056525
168,24532.9,0.37239,0.24853,0.86516,0.97905,0.99786,0.99414,0.97483,0.27221,0.19876,0.80774,0.000561125,0.000561125,0.000561125
169,24678.9,0.37125,0.25201,0.87337,0.98596,0.9808,0.99421,0.97474,0.26707,0.20975,0.80461,0.000557,0.000557,0.000557
170,24824.8,0.38528,0.26551,0.87345,0.98913,0.98386,0.99487,0.97751,0.25744,0.19627,0.80379,0.000552875,0.000552875,0.000552875
171,24970.9,0.37143,0.25092,0.86027,0.9894,0.98734,0.99414,0.97575,0.26053,0.20388,0.80384,0.00054875,0.00054875,0.00054875
172,25116.9,0.36506,0.2512,0.86669,0.99038,0.98338,0.99449,0.97586,0.26687,0.20344,0.81037,0.000544625,0.000544625,0.000544625
173,25262.9,0.38018,0.25757,0.86703,0.98869,0.9859,0.99353,0.97447,0.26254,0.21018,0.8048,0.0005405,0.0005405,0.0005405
174,25408.9,0.37666,0.25161,0.86774,0.98063,0.9846,0.99335,0.97511,0.25246,0.20642,0.80185,0.000536375,0.000536375,0.000536375
175,25554.9,0.36946,0.24988,0.86689,0.98011,0.98424,0.99405,0.97877,0.2477,0.19861,0.79909,0.00053225,0.00053225,0.00053225
176,25700.9,0.37179,0.24788,0.86872,0.98769,0.98765,0.99309,0.96984,0.26413,0.19801,0.80617,0.000528125,0.000528125,0.000528125
177,25846.8,0.36758,0.25189,0.86627,0.98847,0.98619,0.99322,0.97498,0.26102,0.19925,0.80481,0.000524,0.000524,0.000524
178,25992.9,0.36368,0.24743,0.86384,0.98165,0.98949,0.99473,0.98016,0.2387,0.19733,0.79661,0.000519875,0.000519875,0.000519875
179,26138.9,0.37382,0.25052,0.86991,0.97775,0.99306,0.99389,0.97927,0.25278,0.19654,0.79882,0.00051575,0.00051575,0.00051575
180,26284.9,0.3677,0.24446,0.86786,0.9751,0.99129,0.9946,0.98003,0.2484,0.21545,0.79829,0.000511625,0.000511625,0.000511625
